Arable land,Paddy yield,Milled production,Rice exports,Fertilizer usage,Rice area,Paddy Production,Rice imports,Total rice consumption,GDP,Population
"26,000.00",3.5,190.96,90.82,3.71,81.8,286.3,4.75,101.93,6468,28338515
"27,000.00",3.85,291.61,54.92,3.95,113.6,437.2,0.46,239.43,3159,28794548
"27,000.00",3.66,224.85,78.58,4.39,92.1,337.1,,149.65,3842,29262047
"27,000.00",3.74,320.43,127.48,5.87,128.38,480.4,0.06,197.11,4241,29737093
"27,000.00",3.68,266.8,108.57,6.02,108.75,400,0.25,160.06,3150,30216279
"27,000.00",3.88,292.55,110.69,5.6,112.9,438.6,0.04,181.74,3739,30698964
"26,800.00",3.92,247.46,42.83,6.26,94.68,371,0.03,204.01,3791,31184415
"26,367.00",4.18,255.73,41.88,6.16,91.7,383.4,0.08,215.58,4387,31668949
"26,470.00",4.67,326.83,96.79,5.78,104.9,490,0.05,228.01,2780,32148134
"26,575.00",3.67,285.54,74.97,6.23,116.62,428.1,1.21,210.11,4710,32618651
"26,680.00",4.03,231.85,76.38,6.27,86.26,347.6,9.5,163.2,6233,33079000
"26,785.00",5.21,488.71,180.44,9.27,140.7,732.7,3.75,308.26,7420,33529326
"26,890.00",4.36,405.74,260.92,10.93,139.65,608.3,5.29,147.13,7558,33970111
"26,998.00",4.3,405.27,216.03,17.11,141.34,607.6,8.51,194,8126,34402672
"27,105.00",5.03,617.78,389.08,19.36,184.12,926.2,7.1,227.33,8053,34828170
"27,212.00",5.1,657.66,257.65,31.43,193.22,986,6.8,290.01,8385,35246374
"27,320.00",5.37,803.83,536.29,29.63,224.41,"1,205.14",11.54,291.07,8919,35657429
"27,425.00",4.78,674.43,542.94,28.28,211.7,"1,011.14",13.46,229.71,9005,36063459
"27,532.00",5.73,"1,106.02",655.1,29.91,289.2,"1,658.20",16.09,302.82,8453,36467218
"27,640.00",4.78,602.72,463.98,31.22,189.05,903.63,15.71,249.85,8387,36870787
"27,746.00",5.75,582.41,363.5,31.07,151.87,873.18,15.88,280.41,7852,37275652
"27,862.00",5.72,473.1,228.88,30.23,124.01,709.3,10.18,252.9,2898,37681749
"28,683.50",5.4,478.66,171.68,41.85,132.89,717.63,18.98,320.87,3646,38087868
"30,775.00",6.27,707.08,248.8,45.31,169.18,"1,060.08",8.75,366.48,4314,38491972
"32,897.50",6.02,637.82,350.33,36.4,158.94,956.25,6.26,295.14,5164,38892931
"34,854.00",7.06,796.06,490.66,41.41,169.02,"1,193.49",5.5,316.06,5976,39289878
"36,433.00",6.56,720.41,438.69,49.26,164.64,"1,080.07",9.31,331.7,7316,39684295
"35,261.00",6.83,830.95,413.14,35.21,182.46,"1,245.80",8.35,384.67,9147,40080160
"34,292.00",6.88,889.88,600.29,22.98,193.8,"1,334.16",6.53,390.57,8338,40482788
"37,981.00",5.76,829.25,465.25,39.61,215.67,"1,243.26",8.22,407.19,10413,40788453
"38,781.00",6.79,"1,165.97",729.41,45.25,257.44,"1,748.08",8.86,408.47,12788,41261490
"39,754.00",6.66,,612,35.31,235.37,"1,567.97",5.3,,13890,41733271
"39,699.00",6.72,,550.36,36.15,232.7,"1,563.45",5.66,,14489,42202935
,6.5,,,,243.2,"1,581.81",,,13209,42669500
"37,000.00",1.38,"4,397.65",148.03,30.34,"4,764.00","6,593.18",1.51,"4,548.59",505,97482920
"38,000.00",1.49,"4,509.35",1.9,42.75,"4,532.93","6,760.64",8.87,"4,614.14",586,99859383
"39,000.00",1.49,"4,775.80",33.4,42.89,"4,794.83","7,160.13",10.98,"4,557.64",775,102259497
"41,000.00",1.45,"4,511.61",56.6,44.5,"4,664.88","6,764.04",0.54,"4,627.25",1004,104706198
"42,000.00",1.47,"5,190.29",2.59,47.09,"5,306.27","7,781.54",57.5,"5,087.38",1154,107216205
"43,000.00",1.47,"6,507.97",76.27,58.79,"6,656.48","9,757.08",16.62,"5,504.79",1391,109790938
"44,000.00",1.5,"5,998.80",408.37,72.93,"5,992.09","8,993.70",0.4,"5,657.66",1567,112425392
"44,000.00",1.3,"4,866.53",178.18,73.24,"5,623.52","7,296.14",28.56,"5,553.78",1744,115121153
"44,900.00",1.39,"5,066.01",0.3,79.44,"5,452.09","7,595.21",708.88,"5,759.89",1908,117878411
"45,000.00",1.57,"6,520.40",1.35,93.34,"6,243.14","9,775.72",238.54,"5,865.46",1229,120694009
"45,600.00",1.35,"5,488.29",45.5,60.37,"6,101.77","8,228.33",142.51,"5,879.79",1382,123570327
"47,000.00",1.62,"6,492.95",11.48,58.07,"6,024.66","9,734.55",125.23,"6,286.11",1446,126498314
"47,000.00",1.52,"5,163.75",8.01,48.66,"5,108.25","7,741.75",313.04,"6,148.96",1135,129448819
"47,100.00",1.69,"6,021.25",1.36,73.15,"5,351.47","9,027.37",0.2,"6,314.22",1105,132383568
"47,300.00",1.9,"6,019.38",3.86,67.72,"4,754.69","9,024.56",338.11,"6,248.40",1719,135274080
"49,000.00",1.86,"6,939.92",4.22,80.22,"5,590.93","10,404.68","1,392.57","6,741.90",1954,138108912
"49,500.00",1.74,"6,953.54",3.78,78.53,"6,000.02","10,425.10",98.51,"6,799.43",2087,140891602
"49,800.00",1.98,"7,874.90",25.46,74.86,"5,960.98","11,806.45",103.65,"7,017.27",2289,143627503
"49,900.00",2.1,"7,356.88",9.53,67.38,"5,254.16","11,029.80",165.37,"7,016.25",3087,146328304
"50,681.00",1.88,"4,949.76",1.24,63.29,"3,946.69","7,420.93",409.72,"6,998.28",3105,149003223
"51,998.00",2.3,"6,328.50",1.6,65.13,"4,121.60","9,488.01",953.21,"7,169.69",2677,151648011
"51,803.00",2.13,"6,674.20",3.53,68.25,"4,687.02","10,006.29",578.26,"7,127.79",2523,154259380
"52,264.00",2.29,"6,741.58",12.21,85.14,"4,411.32","10,107.31",687.62,"7,737.93",2786,156849078
"52,745.00",2.39,"7,030.71",3.14,95.13,"4,414.80","10,540.79",978.62,"7,495.50",3494,159432716
"58,059.00",2.57,"7,487.78",18.39,72.44,"4,373.54","11,226.06",862.98,"6,582.42",4951,162019896
"57,858.00",2.66,"5,765.42",21.63,86.76,"3,253.77","8,643.80",779.83,"7,180.69",5200,164614688
"57,788.00",2.73,"5,570.56",8.92,101.06,"3,058.13","8,351.67",802.16,"7,329.28",5324,167209040
"57,717.20",2.52,"5,146.63",6.41,101.38,"3,062.20","7,716.09","1,292.54","7,891.08",5128,169785250
"57,746.80",3.07,"7,810.37",47.5,101.65,"3,813.27","11,709.70",965.61,"8,228.14",3503,172318675
"57,776.40",3.03,"7,396.90",26.22,113.68,"3,655.29","11,089.80",632.14,"7,979.75",3772,174790340
"59,071.00",3.24,"6,792.73",22.05,115.76,"3,142.64","10,184.00",670.12,"7,484.80",3178,177196054
"61,504.00",3.32,"6,974.89",29.89,120.84,"3,145.87","10,457.10",543.41,"7,472.64",2854,179537520
"64,634.00",3.25,"6,893.18",19.37,152.31,"3,180.86","10,334.60","1,044.15","7,903.36",3086,181809246
"68,327.00",3.56,"8,855.77",36.62,150.95,"3,733.15","13,277.01",830.12,"8,641.17",3655,184006481
"69,157.00",3.37,"8,799.64",272.03,120.1,"3,915.86","13,192.86",494.63,"8,998.28",4815,186127103
"69,538.00",3.88,"7,688.30",289.87,124.03,"2,970.92","11,526.68",618.36,"8,089.19",5914,188167356
"68,388.00",3.83,"7,377.49",201.34,165.17,"2,890.93","11,060.70",686.66,"7,803.56",7385,190130443
"70,250.00",4.23,"8,044.99",510.52,141.84,"2,850.68","12,061.46",419.06,"8,116.55",8873,192030362
"70,440.00",4.4,"8,438.31",589.73,108.33,"2,872.04","12,651.14",624.36,"8,457.17",8642,193886508
"70,363.00",4.13,"7,494.40",420.96,142.4,"2,722.46","11,235.99",747.91,"8,185.55",11327,195713635
"72,273.00",4.9,"8,989.15","1,291.60",170.59,"2,752.89","13,476.99",580.59,"8,551.27",13296,197514534
"72,607.00",4.79,"7,703.77","1,099.23",181.73,"2,413.29","11,549.88",693.76,"8,038.09",12427,199287296
"76,008.10",5.01,"7,843.03",816.4,175.66,"2,353.15","11,782.55",737.36,"8,197.60",12357,201035903
,5.2,,,,"2,340.88","12,175.60",,,12176,202763735
"3,573.00",3.57,603.2,0.12,51.56,253.51,904.35,0.08,603.16,355,22003983
"3,588.00",3.81,695.87,2.1,57.49,273.84,"1,043.28",0.04,693.77,385,22516429
"3,604.00",4.04,784.31,20.09,70.92,290.86,"1,175.87",0.04,764.63,448,23024512
"3,619.00",4.26,"1,047.15",1.08,69.05,368.55,"1,569.94",,898.95,526,23538390
"3,635.00",4.25,"1,082.03",71.47,59.22,381.45,"1,622.23",,992.22,544,24065502
"3,650.00",4.16,987.64,78.27,67.42,355.65,"1,480.72",,979.53,623,24608102
"3,666.00",4.16,934.88,78.19,79.76,337.22,"1,401.63",21.05,977.03,774,25164544
"3,681.00",4.32,"1,252.64",0.33,79.08,434.26,"1,878.02",17.45,"1,014.39",904,25733669
"3,697.00",4.25,"1,220.48",30.13,84.51,430.65,"1,829.81",14.28,"1,038.13",1062,26312996
"3,712.00",4.31,"1,190.01",41.33,84.13,414.2,"1,784.12",4.31,"1,094.80",1629,26900508
"3,728.00",4.28,"1,252.45",22.82,75.11,439.02,"1,877.74",0.07,"1,181.08",1736,27496608
"3,743.00",4.27,"1,349.52",,81.06,473.91,"2,023.26",0.19,"1,251.62",1819,28101824
"3,759.00",4.26,"1,209.63",6.87,84.48,425.49,"1,813.53",0.49,"1,203.34",1770,28714183
"3,774.00",4.62,"1,143.68",36.99,96.05,370.86,"1,714.66",0.29,"1,205.28",1712,29331230
"3,790.00",4.7,"1,161.65",33.16,96.36,370.6,"1,741.60",0.07,"1,227.27",1572,29951194
"3,805.00",4.68,"1,014.47",2.54,114.99,325.17,"1,520.95",0.03,"1,208.18",1542,30572479
"3,824.00",5.35,"1,243.62",0.02,130.31,348.5,"1,864.50",0.24,"1,283.08",1573,31195417
"3,639.00",4.56,"1,184.19",0.02,140.73,389,"1,775.40",40.78,"1,273.22",1661,31822527
"3,472.00",4.07,"1,401.90",33.99,151,515.8,"2,101.80",0.2,"1,368.44",1640,32457497
"3,305.00",4.06,"1,411.77",54.76,182.24,521.1,"2,116.60",0.09,"1,308.90",1638,33102569
"3,038.00",4,"1,159.65",84.67,197.89,435.1,"1,738.60",0.25,"1,272.94",1658,33758328
"3,070.00",4.1,"1,157.21",0.45,166.58,423.57,"1,734.95",69.07,"1,224.03",1924,34422568
"2,923.00",4.12,"1,060.57",3.67,176.15,385.92,"1,590.06",60.07,"1,125.94",2139,35091272
"2,832.00",4.06,"1,105.36",2.29,175.78,408.28,"1,657.21",233.67,"1,340.33",2640,35758978
"2,399.00",4.28,"1,162.28",0.29,202.67,406.76,"1,742.55",122.48,"1,266.15",2939,36421438
"2,433.00",4.08,"1,108.11",0.05,199.34,407.25,"1,661.34",135.6,"1,266.40",3038,37076387
"2,539.00",4.64,"1,220.80",0.16,219.26,394.08,"1,830.29",165.01,"1,385.59",3292,37723803
"2,551.00",4.71,"1,265.79",0.35,233.59,402.78,"1,897.74",292.27,"1,414.80",2993,38364307
"2,536.00",4.8,"1,457.55",0.02,231.03,455.18,"2,185.23",37.01,"1,452.16",2589,38999468
"2,818.00",4.73,"1,492.26",0.04,233.57,472.76,"2,237.27",58.47,"1,566.15",2455,39629965
"2,434.00",4.55,"1,438.26",0.16,254.61,474.2,"2,156.31",162.56,"1,555.51",2383,40255956
"2,211.00",4.8,"1,376.04",0.61,309,429.79,"2,063.03",62.96,"1,540.62",2348,40875363
"2,264.00",4.85,"1,612.27",0.34,324.81,498.02,"2,417.19",44.77,"1,563.70",2240,41483872
"2,238.00",4.8,"1,665.31",0.59,320.97,519.74,"2,496.72",96.32,"1,595.74",2738,42075953
"2,026.00",4.84,"1,471.74",0.18,445.13,456,"2,206.51",32.11,"1,503.85",3385,42647731
"1,904.60",4.57,"1,310.93",0.04,571.25,429.91,"1,965.41",197.03,"1,524.04",3718,43200901
"1,998.00",4.9,"1,412.15",0.2,544.29,431.9,"2,117.16",135.27,"1,564.58",4684,43737512
"1,830.00",4.89,"1,609.37",0.96,486.73,493.55,"2,412.85",29.54,"1,588.56",5445,44254972
"1,775.00",4.7,"1,654.11",0.04,489.49,528.14,"2,479.92",101.93,"1,609.03",5171,44750054
"1,763.00",4.12,"1,326.12",0.1,578.9,482.3,"1,988.19",6.3,"1,479.90",6285,45222699
"1,586.00",3.96,"1,340.63",0.13,735.61,507.71,"2,009.94",42.56,"1,509.98",7264,45662747
"1,578.00",4.81,"1,289.87",0.01,747.12,482.2,"2,317.71",115.69,"1,521.77",7950,46075721
"1,682.00",3.84,"1,366.64",0.03,648.64,520.34,"1,996.58",151.65,"1,562.44",8103,46495492
,3.92,,,,465.95,"1,828.25",,,7999,46967706
"2,558.00",4.01,394.27,0.22,32.03,147.34,591.11,0.01,379.59,599,13836367
"2,850.00",4.09,321.71,,42.75,118.06,482.33,,316.9,646,14221961
"2,900.00",4.1,322.48,53.26,33.64,117.8,483.47,,290.47,752,14615845
"2,900.00",4.27,329.66,6.55,48.99,115.76,494.24,,323.36,923,15017055
"2,910.00",4.38,358.07,,35.87,122.48,536.84,78.18,433.23,1094,15424744
"3,000.00",4.28,380.47,,42.97,133.16,570.42,81.75,401.4,1007,15838572
"3,103.00",4.42,396.2,,44.86,134.36,594.01,0.12,425.29,899,16258321
"3,145.00",4.09,312,,43.45,114.27,467.76,26.36,366.03,749,16683456
"3,171.00",4.26,373.79,,37.01,131.44,560.4,202.24,569.26,933,17113388
"3,220.00",4.3,294.3,,36.69,102.53,441.23,230.95,564.56,1165,17547610
"3,245.00",4.73,507.04,,40.6,160.87,760.18,139.22,526.61,1373,17985393
"3,285.00",4.56,550.76,,29.88,180.92,825.73,57.02,662.64,1332,18426415
"3,333.00",4.19,532.95,,23.53,190.5,799.03,105.96,728.1,1012,18870993
"3,374.00",4.84,760.38,,25.41,235.41,"1,140.00",48.98,515.36,1019,19319746
"3,376.00",4.56,585.81,10.2,22.36,192.71,878.28,20.16,611.75,862,19772872
"3,385.00",4.5,484.18,,52.92,161.15,725.92,192.5,677.56,1264,20230384
"3,400.00",5.09,779.46,,68.2,229.46,"1,168.60",216.78,725.77,2041,20691283
"3,400.00",5.15,753.2,,66.33,219.25,"1,129.24",23.25,678.44,1580,21153459
"3,400.00",5.12,727.98,,44.74,213.31,"1,091.43",213.82,994.33,1908,21614193
"3,500.00",5.23,644.39,11,30.07,184.76,966.1,239.44,960.14,1301,22071433
"3,550.00",5.14,543.05,,21.31,158.35,814.17,279.65,950.76,1531,22522378
"3,600.00",4.98,553.19,,22.38,166.5,829.37,461.84,"1,042.46",1563,22966818
"3,600.00",5.45,645.41,,38.53,177.53,967.63,366.97,"1,072.64",1488,23408131
"3,602.00",5.85,934.73,0.13,48.56,239.45,"1,401.39",310.8,"1,235.61",1839,23851408
"3,740.00",5.62,761.41,,40.99,203.2,"1,141.55",196.18,950.74,2147,24299160
"3,860.00",5.72,802.51,,48.01,210.35,"1,203.17",459.04,"1,244.57",2194,24753824
"3,960.00",6.12,973.71,4,54.27,238.71,"1,459.83",379.63,"1,325.68",2272,25210954
"4,115.00",5.76,"1,033.04",0.04,57.87,269.08,"1,548.78",250.85,"1,237.70",2141,25658062
"4,225.00",6.25,"1,304.00",2.24,56.53,312.74,"1,955.03",144.35,"1,414.41",1904,26078293
"4,410.00",6.59,"1,262.03",3.29,57.66,287.11,"1,892.10",85.88,"1,342.54",1940,26459944
"4,280.00",6.69,"1,351.99",0,73.48,302.8,"2,026.97",61.46,"1,408.64",1936,26799285
"3,815.00",6.69,"1,413.16",0.14,80.35,316.81,"2,118.68",34.31,"1,352.28",2018,27100968
"3,835.00",6.79,"1,422.31",0.2,82.3,313.86,"2,132.41",15.88,"1,344.47",2160,27372226
"3,740.00",6.44,"1,230.55",0.15,88.21,286.47,"1,844.90",80.48,"1,399.39",2408,27624213
"3,930.00",6.9,"1,646.39",0.05,76.72,357.88,"2,468.36",124.89,"1,759.31",2669,27866145
"3,980.00",6.87,"1,575.63",0.13,85.42,343.69,"2,362.26",44.2,"1,616.18",3107,28102056
"4,010.00",6.68,"1,504.75",0.15,100.56,337.64,"2,256.00",80,"1,573.61",3588,28333052
"4,030.00",7.31,"1,851.46",17.54,74.06,379.78,"2,775.80",146.5,"1,971.21",4227,28562317
"4,135.00",7.39,"1,995.10",47.91,93.16,404.61,"2,991.16",91.36,"2,035.70",4170,28792655
"4,085.00",7.28,"1,888.53",2.02,89.62,388.66,"2,831.37",94.66,"1,971.72",5055,29027674
"4,030.00",7.3,"1,750.51",0.64,101.23,359.61,"2,624.46",205.35,"1,924.76",5738,29264318
"4,150.00",7.79,"2,029.90",18.36,104.15,390.92,"3,043.33",253.14,"2,250.13",6400,29506788
"4,155.00",7.71,"2,034.97",29.87,105.03,395.03,"3,046.77",175.76,"2,172.29",6631,29773987
,7.55,,,,380.71,"2,874.65",,,6565,30090359
"1,764.00",3.89,81.48,65.42,50,31.41,122.16,,21.37,996,2818281
"1,723.00",4.11,85.37,40.09,45.42,31.15,128,,22.38,776,2821461
"1,684.00",3.96,91.32,57.29,45.83,34.54,136.92,,24.19,1405,2822117
"1,644.00",3.7,105.35,57.55,41.3,42.66,157.94,,33.82,1448,2824095
"1,604.00",3.95,123.75,89.52,29.55,46.92,185.54,0.02,33.63,1250,2830176
"1,564.00",4.14,144.42,97.96,47.31,52.33,216.52,0.02,35.1,1291,2841372
"1,524.00",4.02,152.26,111.62,41.47,56.84,228.28,,32.39,1440,2856958
"1,484.00",3.87,150.51,94.14,39.08,58.38,225.65,8,35.35,1708,2875728
"1,443.00",4.13,165.4,161.31,63.59,60.01,247.97,,36.53,2480,2895688
"1,403.00",4.27,191.8,138.48,57.66,67.35,287.56,,32.26,3811,2915389
"1,387.00",5.31,220.3,217.92,45.85,62.25,330.29,,32.62,4224,2934613
"1,370.00",6.03,279.4,230.96,44.16,69.45,418.88,,34.34,3431,2953852
"1,354.00",4.61,215.52,191.79,29.69,70.16,323.12,,33.97,1871,2973036
"1,338.00",4.31,226.62,148.62,39.61,78.77,339.76,,36.11,1768,2992246
"1,322.00",4.95,280.61,237.17,45.54,84.93,420.7,,37.97,1717,3011519
"1,308.00",4.78,262.94,273.46,40.88,82.4,394.22,,39.12,2120,3030649
"1,291.00",4.23,223.77,206.74,46.94,79.4,335.49,,35.82,2637,3049581
"1,275.00",4.71,253.86,258.04,54.12,80.84,380.59,,37.1,2712,3068705
"1,257.00",5.64,358.32,260.83,56.2,95.18,537.22,0,45.2,2843,3088595
"1,241.00",4.45,231.65,287.1,57.92,78.09,347.3,5.88,46.3,3289,3109601
"1,254.00",4.78,328.56,267.74,62.85,103.12,492.6,8.48,50.19,3941,3131660
"1,267.00",4.76,403.8,322.45,64.09,127.3,605.4,0.01,50.82,4502,3154464
"1,280.00",5.17,468.1,491.47,71.09,135.7,701.8,0.04,53.82,5213,3177745
"1,293.00",4.92,440.02,401.13,48.72,134.2,659.7,10.77,72.71,6015,3201151
"1,306.00",5.51,537.67,455.81,50.54,146.3,806.1,0.06,54.73,6602,3224281
"1,319.00",6.47,649.33,592.15,116.38,150.5,973.5,0.51,62.43,6975,3247381
"1,333.00",6.58,682.88,636.12,96.92,155.5,"1,023.80",1.01,65.7,7296,3270164
"1,347.00",5.09,576.39,650.41,96.51,169.9,864.16,0.32,70.85,7667,3291053
"1,361.00",6.38,885.92,681.82,77.51,208.09,"1,328.22",2.04,76.33,7193,3308012
"1,373.00",6.38,806.5,714.43,75.83,189.4,"1,209.14",0.03,75.42,6817,3319736
"1,377.00",6.7,687.14,784.29,84.36,153.68,"1,030.20",0.03,76.4,6238,3325473
"1,381.00",5.86,626.64,635.44,61.03,160.23,939.49,1.51,76.95,4073,3326040
"1,385.00",5.9,604.1,608.51,110.63,153.4,905.7,2.33,82,3615,3323668
"1,389.00",6.77,842.15,595.41,129.99,186.46,"1,262.60",0.16,90.89,4103,3321476
"1,392.00",6.6,810.07,708.11,140.55,184,"1,214.50",0.13,92.73,5190,3321803
"1,396.00",7.29,862.03,729.75,148.7,177.3,"1,292.40",0.15,91.23,5843,3325401
"1,476.00",7.88,764.18,778.8,139.51,145.4,"1,145.70",0.27,92.06,6985,3331749
"1,826.00",7.9,887.11,724.36,104.41,168.38,"1,330.00",0.12,93.91,9029,3340221
"2,195.00",8.01,858.56,976.24,93.93,160.7,"1,287.20",0.55,93.6,9372,3349676
"2,033.00",7.1,766.21,774.31,145.78,161.9,"1,148.74",0.97,96.06,11860,3359275
"2,352.00",8.38,"1,095.88",911.87,78.36,196,"1,643.00",2.79,105.94,14054,3368934
"2,153.00",7.85,,"1,027.46",157.09,181.37,"1,424.00",1.44,,14962,3378974
"2,324.00",7.88,,886.88,163.24,172.5,"1,359.50",0.99,,16723,3389439
,8.05,,,,167.4,"1,348.30",,,16572,3400434
"3,952.00",2.46,44.76,,32.44,27.26,67.1,19.79,72.25,1095,9942727
"4,002.00",3.36,57.55,,31.63,25.7,86.28,15.77,73.73,1173,10103674
"4,102.00",2.96,36.65,,41.76,18.54,54.95,6.75,64.11,1640,10265829
"4,152.00",2.49,22.91,,38.24,13.77,34.35,72.05,96.85,1554,10428798
"4,152.00",3.34,50.94,,21.81,22.88,76.38,22.44,73.97,720,10592307
"4,198.00",3.42,65.13,,28.06,28.59,97.64,9.4,74.77,961,10756878
"4,095.00",3.38,80.05,10.19,24.84,35.46,120.01,32.21,85.2,1278,10922779
"3,992.00",3.21,69.9,9.66,31.79,32.64,104.79,11.25,88.97,1442,11089165
"3,889.00",3.85,120.84,15.44,36.05,47.07,181.17,9,88.58,1937,11254877
"3,836.00",2.34,63.66,0.66,34.6,40.84,95.44,25.78,100.73,2580,11419348
"3,733.00",3.18,66.53,,30.64,31.4,99.74,19.67,101.08,3005,11582014
"3,580.00",3.55,87.5,,30.12,36.96,131.18,21.61,109.68,2204,11743911
"3,528.00",3.8,77.08,0.5,39.03,30.43,115.56,31.17,108.55,1762,11907960
"3,475.00",4.14,110.06,,51.82,39.88,165.01,8.32,113.47,1687,12078135
"3,444.00",4.07,104.48,,59.42,38.52,156.65,2.77,112.49,1424,12257236
"3,354.00",3.96,84.49,,77.99,32.02,126.67,36.51,113.74,1504,12445823
"3,076.00",3.95,98.07,0.05,90.18,37.27,147.03,21.07,124.77,1744,12642924
"3,059.00",4.17,108.22,0.01,95.55,38.9,162.25,25.36,137.29,2021,12847708
"3,070.00",4.31,123.52,23.42,101.15,42.99,185.19,5.69,102.24,2289,13058758
"2,802.00",4.17,90.72,4.43,109.45,32.59,136.01,33.72,123.85,2504,13274623
"2,685.00",3.94,78.12,1,113.97,29.75,117.12,79.12,127.51,2830,13495258
"2,440.00",4.2,89.06,0.5,140.98,31.76,133.53,20.51,130.12,3368,13719819
"2,304.00",4.49,87.13,0.01,167.1,29.08,130.63,36.35,134.4,3547,13944937
"2,276.00",4.38,88.76,0.04,167.4,30.36,133.08,47.07,137.08,4030,14166340
"2,120.00",4.3,97.32,0.06,191.04,33.93,145.9,50.57,149.15,5118,14380866
"1,985.00",4.77,101.91,0.08,213.1,32.03,152.79,49.78,152.55,5350,14587370
"1,982.00",3.63,58.4,0,219.48,24.1,87.55,90.64,151.28,5744,14786220
"1,979.00",3.91,69.62,2.66,237.49,26.7,104.38,71.55,140.29,5447,14977733
"1,800.00",4.15,40.69,0.27,264,14.7,61,108.07,146.18,4953,15162800
"1,750.00",5.24,90.08,0,275.43,25.77,135.06,68.02,132.25,5072,15342353
"1,750.00",5.02,95.56,0.02,274.86,28.55,143.26,82.62,149.84,4573,15516113
"1,650.00",5.07,94.66,0.02,307.78,27.98,141.93,76.65,142.63,4444,15684409
"1,500.00",4.99,93.95,0.41,330.14,28.23,140.85,135.4,166.2,4770,15849652
"1,500.00",4.79,79.55,0.24,491.35,24.9,119.26,89.51,171.68,6193,16014971
"1,450.00",4.67,77.93,0.01,434.76,25.03,116.83,94.05,174.49,7600,16182721
"1,350.00",5.73,106.93,0.12,475.81,27.98,160.32,102.2,191.27,9473,16354504
"1,266.00",5.07,73.55,0.03,532.42,21.76,110.27,112.23,198.94,10508,16530195
"1,304.00",5.79,80.97,0.2,691.46,20.96,121.4,123.97,218.16,10749,16708258
"1,314.00",5.38,84.92,1.34,437.08,23.68,127.31,119.18,205.96,10220,16886186
"1,271.00",3.86,63.15,1.25,543.32,24.53,94.67,124.13,189.27,12794,17062536
"1,287.40",5.19,86.96,0.35,485.7,25.12,130.38,106.94,196.44,14611,17233576
"1,336.98",6.24,,0.06,470.58,23.99,149.79,122.89,,15308,17400347
"1,309.00",6.21,,0,579.13,21,130.31,112.64,,15804,17571507
,6.02,,,,22.4,134.88,,,14644,17758959
285,2.58,61.16,,200.95,35.5,91.7,16,73.94,568,1896077
285,2.78,59.23,0.01,167.72,32,88.8,1.36,72.38,637,1944169
283,1.59,69.38,0.15,226.15,65.46,104.01,0.35,72.79,767,1992514
283,1.59,84.52,11.9,256.18,79.52,126.71,0.28,80.65,816,2042241
283,2.25,130.49,3.89,233.57,87.1,195.64,0.41,89.42,936,2094188
283,1.87,99.86,2.86,196.78,80.17,149.71,0.07,90.48,1123,2148677
283,2.37,112.47,37.32,235.12,71.04,168.62,0.04,88.86,1393,2205615
283,2.61,131.95,30.62,282.26,75.75,197.82,0.07,91.57,1556,2264946
283,2.74,146.46,52.06,279.51,80,219.58,0.14,98.57,1735,2326464
283,3.84,153.83,38.16,259.72,60,230.63,0.03,129.15,2101,2389977
283,2.78,148.39,45.27,255.83,80,222.47,0.02,107.57,1107,2455588
283,1.9,97.53,10.77,254.42,77.1,146.22,1.24,92.17,1068,2523354
283,3.37,164.63,31.08,312.01,73.2,246.82,38.64,129.3,1253,2593020
283,3.08,148.57,59.82,340.28,72.33,222.74,0.23,127.66,1416,2664223
285,3.04,149.71,,282.81,73.95,224.45,0,127.3,1473,2736712
285,3.06,123.27,21.08,298.25,60.32,184.81,0.02,123.2,1605,2810242
285,3.03,102.54,,333.33,50.77,153.74,0.01,102.56,1606,2884851
280,3.52,137.04,,360.25,58.35,205.46,23.59,162.22,1592,2960929
260,3.63,104.74,0.04,411.54,43.24,157.03,34.72,141.75,1757,3039013
260,4.28,145.17,,417.69,50.82,217.64,0.02,145.19,1874,3119433
260,4.4,142.19,0,447.69,48.43,213.18,0.01,112.32,2318,3202085
250,3.84,135.08,0.56,491.2,52.72,202.52,48.77,159.85,2688,3286520
230,4.13,115.24,2.45,467.39,41.87,172.77,42.46,214.01,2927,3372298
230,4.59,137.03,0.44,560.87,44.78,205.44,49.12,167.38,3105,3458834
220,4.45,122.18,4.66,554.55,41.15,183.18,36.88,176.44,3327,3545534
210,4.11,157.76,7.11,710.48,57.55,236.52,56.95,160.66,3265,3632362
210,4.37,165.77,12.35,909.52,56.93,248.53,58.68,202.44,3437,3718949
210,4.27,159.41,10,947.62,56.01,239,80.77,221.01,3639,3803887
220,4.09,176.3,10.78,836.36,64.67,264.32,51.6,207.24,3703,3885430
210,3.9,177.7,5.08,795.24,68.36,266.42,43.54,217.18,3928,3962372
210,3.8,144.54,11.99,557.95,56.97,216.7,52.38,223.02,4030,4034074
200,3.96,126.58,4.4,537,47.89,189.77,66.38,222.94,4108,4100925
210,3.4,122.49,3.64,847.29,54.04,183.64,103.81,225.39,4214,4164053
210,3.17,131.54,4.74,726.71,62.12,197.21,107.96,237.79,4471,4225155
210,3.32,122.23,4.76,980.86,55.25,183.25,109.25,240.55,4743,4285502
210,3.97,129.57,1,826.71,48.88,194.26,102.34,223.56,5296,4345412
200,3.8,119.88,4.98,790.2,47.25,179.73,123.11,230.66,6187,4404628
200,4.1,147.72,10.25,707.5,54.05,221.47,69.76,230.35,7003,4463125
